ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Motility
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,Actinomadura flavalba,GCA_000374305,0
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,Actinomadura formosensis,GCA_001552155,0
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,Actinomadura geliboluensis,GCA_005889745,0
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,Actinomadura glauciflava,GCA_024648845,0
16931,S-0203,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,Actinomadura luteofluorescens,GCA_013409365,0
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,Actinomadura macra,GCA_001552215,0
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,Actinomadura madurae,GCA_900115095,0
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,Actinomadura mexicana,GCA_900188105,0
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237, CIP 108410",1,Actinomadura meyerae,GCA_900188445,0
16986,"FH-A 1198, ID 90-506, FH A 1198","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,Actinomadura namibiensis,GCA_014138665,0
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,Actinomadura pelletieri,GCA_003634705,0
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,Actinomadura roseirufa,GCA_900659635,0
16970,2991,"DSM 43750, ATCC 49883, IFO 15178, IMET 9705, JCM 7345, NBRC 15178, BCRC 16817, CIP 105486, IFO 15275, IMSNU 22192, INMI 2991, KCTC 9493, NBRC 15275, VKM Ac-1470",0,Actinomadura viridilutea,GCA_001552235,0
16945,"Mt-1, A-0325","DSM 43175, ATCC 27103, CBS 833.70, IMET 9546, JCM 3112, KCC A-0112, BCRC 13398, CIP 105478, IFO 15238, IMSNU 20019, KCTC 9290, NBRC 15238, VKM Ac-1315, CCRC 13398",1,Actinomadura viridis,GCA_015751755,0
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,Actinomyces bowdenii,GCA_017592395,0
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,Actinomyces dentalis,GCA_000429225,0
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,Actinomyces denticolens,GCA_001995055,0
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,Actinomyces gaoshouyii,GCA_002072175,0
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,Actinomyces gerencseriae,GCA_000429265,0
151,Jr 277 (CDC W855),"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,Actinomyces israelii,GCA_000711965,0
166249,2129,"CGMCC 4.7483, DSM 106426",1,Actinomyces lilanjuaniae,GCA_003606385,0
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,Actinomyces massiliensis,GCA_000269805,0
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,Actinomyces naeslundii,GCA_001956585,0
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,Actinomyces oricola,GCA_004104015,0
159350,410,"DSM 106201, CGMCC 1.16361",1,Actinomyces qiguomingii,GCA_004102025,0
176,AO 96-06841,"DSM 15433, CCUG 36733, CIP 106352",1,Actinomyces radicidentis,GCA_001553565,0
138775,Sh-134563,"CCUG 32792, CIP 103130, NCTC 11923",1,Actinomyces slackii,GCA_900637295,0
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,Actinomyces timonensis,GCA_000295095,0
178,,"DSM 15434, CCUG 38702, CIP 106421",1,Actinomyces urogenitalis,GCA_000159035,0
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,Actinomyces viscosus,GCA_004525795,0
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,Actinomyces vulturis,GCA_001687305,0
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,Actinomyces weissii,GCA_016598775,0
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,Actinomycetospora chiangmaiensis,GCA_000379625,0
132566,MB20,"DSM 46746, CECT 8960",1,Actinophytocola algeriensis,GCA_014203735,0
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,Actinophytocola oryzae,GCA_004364325,0
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,Actinophytocola xanthii,GCA_001921205,0
130440,A-T 6646,"DSM 46706, BCC 46194, NBRC 109076",1,Actinoplanes siamensis,GCA_016862395,1
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,Actinoplanes solisilvae,GCA_003999975,1
7843,03-8772,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,Actinoplanes xinjiangensis,GCA_003148685,0
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,Actinopolymorpha rutila,GCA_013407855,0
11158,IM 7744,"DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,Actinopolymorpha singaporensis,GCA_900104745,0
24730,H55,"DSM 45460, CCUG 62965",1,Actinopolyspora mzabensis,GCA_900101095,0
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,Actinospica acidiphila,GCA_000717315,0
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,Actinospica robiniae,GCA_000504285,0
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,Actinosynnema mirum,GCA_000023245,0
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,Actinotalea caeni,GCA_009733795,0
133962,CF5-4,"KCTC 29134, CCTCC AB 2012198, DSM 112671, JCM 31479",1,Actinotalea ferrariae,GCA_000603945,0
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,Actinotalea solisilvae,GCA_016464425,0
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,Actinotignum schaalii,GCA_000429205,0
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,Actinotignum urinale,GCA_000420445,0
159835,J103,"DSM 104434, MCCC 1K03288",1,Acuticoccus kandeliae,GCA_003073115,0
133587,6515J-31,"KACC 14117, NBRC 106133",1,Adhaeribacter aerolatus,GCA_007991635,0
3764,MBRG1.5,"DSM 16391, NCIMB 14008",1,Adhaeribacter aquaticus,GCA_000473365,0
158784,17mud1-7,"KCTC 52873, NBRC 112824",1,Adhaeribacter swui,GCA_014217805,0
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,Adlercreutzia caecicola,GCA_003725335,0
3077,B7,"DSM 21839, CCUG 56815",1,Adlercreutzia caecimuris,GCA_000403355,0
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,Adlercreutzia equolifaciens subsp. equolifaciens,GCA_000478885,0
132905,M-07,"DSM 104993, JCM 17746, KCTC 23732",1,Advenella faeciporci,GCA_014652395,0
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,Advenella incenata,GCA_004217095,0
383,WT001,"DSM 17095, LMG 22965, MTCC 7002",1,Advenella kashmirensis,GCA_000219915,0
384,DPN7,"DSM 17166, LMG 22922",1,Advenella mimigardefordensis,GCA_000521505,1
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,Aequoribacter fuscus,GCA_009910365,0
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,Aequorivita antarctica,GCA_900489835,0
140229,D-24,"DSM 101732, KCTC 42708",1,Aequorivita aquimaris,GCA_001573155,0
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,Aequorivita capsosiphonis,GCA_000429125,0
5476,Y10-2,"DSM 14236, ACAM 641, CIP 107455, LMG 21430",1,Aequorivita lipolytica,GCA_007997135,0
5477,9-3,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,Aequorivita sublithincola,GCA_000265385,0
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,Aequorivita viscosa,GCA_900106795,0
139663,,"CIP 108845, KMM 3516, IFO 16718, NBRC 16718, JCM 11732",1,Aequorivita vladivostokensis,GCA_000952855,0
158560,N.8,"KCTC 33824, JCM 31580",1,Aeribacillus composti,GCA_007827555,0
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,Aeriscardovia aeriphila,GCA_002259595,0
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,Aerococcus christensenii,GCA_001466745,0
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,Aerococcus sanguinicola,GCA_001543145,0
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,Aerococcus suis,GCA_900176325,0
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,Aerococcus urinaeequi,GCA_000425085,0
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038, CCUG 42038b",1,Aerococcus urinaehominis,GCA_001543245,0
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,Aerococcus viridans,GCA_000178435,0
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,Aeromicrobium choanae,GCA_900167475,0
11064,"TYLN1, TYLNI","DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625, CIP 110459",1,Aeromicrobium flavum,GCA_007992115,0
11062,,"DSM 22238, JCM 14732, KCTC 19207, GBS 39, Gsoil 098",1,Aeromicrobium ginsengisoli,GCA_004134905,0
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,Aeromicrobium lacus,GCA_003426855,0
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,Aeromicrobium marinum,GCA_000160775,0
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,Aeromicrobium tamlense,GCA_013408555,0
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,Aeromonas allosaccharophila,GCA_000819685,1
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,Aeromonas australiensis,GCA_000819725,1
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,Aeromonas bivalvium,GCA_000819765,1
253,B-968,"DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016, CIP 110812",1,Aeromonas caviae,GCA_000819785,1
237,"256, 544","DSM 30188, ATCC 15467, IFO 13282, NBRC 13282, CCUG 25938, LMG 3755, CIP 76.15, JCM 1043, BCRC 11554, CCM 7231, CECT 4221, IAM 12334, KCTC 12487, NCIMB 13740",0,Aeromonas caviae,GCA_000820265,1
269,P21,"DSM 17689, CCM 7146, CCUG 45377, CIP 107500, LMG 19562",1,Aeromonas dhakensis,GCA_000820305,1
272,A55,"DSM 18362, CECT 7289, LMG 24688, MDC 47",0,Aeromonas dhakensis,GCA_000819705,1
284,,"DSM 25288, ATCC 43946, CCM 7325, CECT 4254, CIP 110816, LMG 17321, CDC 2478-85",1,Aeromonas diversa,GCA_000819805,1
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,Aeromonas encheleia,GCA_000819825,1
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,Aeromonas enteropelogenes,GCA_000819845,1
249,AH2,"DSM 7312, ATCC 49657, LMG 12223, JCM 8315, BCRC 15866, CCM 4368, CCUG 29544, CCUG 30367, CECT 4255, CECT 4256, CIP 103677, CNCTC 5358",0,Aeromonas enteropelogenes,GCA_000820205,1
265,"546, CDC-RH63","DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,Aeromonas eucrenophila,GCA_000819865,1
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,Aeromonas fluvialis,GCA_000819885,1
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,Aeromonas hydrophila subsp. hydrophila,GCA_000014805,1
270,Au-1D12,"DSM 17695, CCM 7147, CCUG 46211, CIP 107985, LMG 19707",1,Aeromonas hydrophila subsp. ranae,GCA_000820325,1
246,115/II,"DSM 6393, ATCC 49904, JCM 8354, NCIMB 13205, CECT 4486, CIP 104613, LMG 12645",1,Aeromonas ichthiosmia,GCA_000820365,1
254,0787-80,"DSM 7311, ATCC 49568, CDC 0787-80, JCM 8316, BCRC 15862, CCM 4355, CCUG 29543, CCUG 30349, CCUG 30353, CECT 4228, CIP 104171, CNCTC 5357, LMG 12221, LMG 13704",1,Aeromonas jandaei,GCA_000819955,1
242,RM,"CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237",1,Aeromonas media,GCA_000819985,0
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,Aeromonas popoffii,GCA_000820025,1
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,Aeromonas rivuli,GCA_000820045,1
275,20,"DSM 19634, ATCC 33658, CAIM 346, CECT 894, CIP 103209, JCM 7874, LMG 3780, NCIMB 1102, NCTC 12959, GTC 02802, IMET 11051, KCTC 12266, DSM 3241",1,Aeromonas salmonicida,GCA_000820065,0
278,,"DSM 21281, ATCC 33659, CECT 895, CIP 104001, HAMBI 1990, JCM 7875, LMG 14900, NCIMB 1110, CCUG 42781, BCRC 80543, LMG 3781",1,Aeromonas salmonicida subsp. achromogenes,GCA_006246315,0
274,"T. Kimura 1-a-1, I-a-1","DSM 21760, ATCC 27013, CCM 4124, CECT 896, CIP 103210, IFO 13784, JCM 8191, LMG 3782, NCIMB 2020, JCM 7873, JCM 8234, NBRC 13784",1,Aeromonas salmonicida subsp. masoucida,GCA_000647955,0
259,"34mel, 34 mel","DSM 12609, CAIM 16, CECT 5752, CCUG 44929, CIP 107036",1,Aeromonas salmonicida subsp. pectinolytica,GCA_000447435,0
273,"138, AS20/1/1","DSM 21293, ATCC 49393, CCM 4103, CECT 5179, CIP 104757, NCIMB 13210",1,Aeromonas salmonicida subsp. smithia,GCA_006246305,0
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,Aeromonas sanarellii,GCA_000820085,1
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,Aeromonas simiae,GCA_000820125,1
276,strain 208,"DSM 19176, ATCC 43979, CCM 2807, CCUG 14830, CECT 4245, CIP 74.33, JCM 2139, LMG 3783, NCIMB 12065, NCTC 12979, CIP 74-33, BCRC 13066, CECT 837, HAMBI 1974, LMG 12159, VTT E-032002",1,Aeromonas sobria,GCA_000820145,1
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,Aeromonas taiwanensis,GCA_000699185,1
263,F518,"DSM 17300, CECT 7082, MDC 91, CIP 110807",1,Aeromonas tecta,GCA_000820185,1
256,,"CCUG 56447, CIP 107763, NCIM 5147, CCM 7323, CECT 5761, DSM 17676, MTCC 3249, NCIMB 5147",0,Aeromonas veronii,GCA_000820285,1
4196,SY1,"DSM 16960, ATCC BAA-758, JCM 12091",1,Aeropyrum camini,GCA_000591035,1
4195,K1,"DSM 11879, JCM 9820, ATCC 700893, NBRC 100138",1,Aeropyrum pernix,GCA_000011125,1
159185,Dysh456,"DSM 105662, NBRC 112897",1,Aerosticca soli,GCA_003967035,1
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,Aestuariibacter halophilus,GCA_020687825,1
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,Aestuariibacter salexigens,GCA_000429145,1
12671,R27,"DSM 21549, JCM 14204, KCTC 19182, CIP 109737",1,Aestuariimicrobium kwangyangense,GCA_000421525,0
160775,,"DSM 105254, KCTC 52945, NBRC 112960, SYSU M10001",1,Aestuariivirga litoralis,GCA_003234965,0
167386,JA968,"KCTC 15634, NBRC 113338",1,Afifella aestuarii,GCA_004023665,1
13874,BN 126,"DSM 2698, ATCC 35675, CIP 104405, NBRC 100434, NCIMB 2201",1,Afifella marina,GCA_003258905,1
13876,AR2102,"DSM 17143, ATCC BAA-1145",1,Afifella pfennigii,GCA_000688515,1
1782,34632,"DSM 17499, CCUG 43108, CIP 106344",1,Afipia birgiae,GCA_000308295,0
1780,B91-007286,"DSM 7327, ATCC 49717, CCUG 30458, CIP 103517",1,Afipia broomeae,GCA_000314675,1
1777,"Cleveland clinic foundation strain, 411m, B91-007353, F6703, G1849","CCUG 30457, DSM 7315, ATCC 49720, CIP 103516",1,Afipia clevelandensis,GCA_000336555,1
1778,"B-91-007352, CSD1, CSD 1","DSM 7326, ATCC 53690, CCUG 30456, CIP 103515",1,Afipia felis,GCA_000314735,1
1781,34633,"DSM 17498, CCUG 45153, CIP 107022",1,Afipia massiliensis,GCA_014203115,1
141009,feces2,"MCCC 1A11450, KCTC 52708",1,Agaribacterium haliotis,GCA_002312815,1
133571,"CC-SBABM117, SBABM117","BCRC 17964, CCM 7684, DSM 22517",1,Agaricicola taiwanensis,GCA_014635245,1
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,Agarilytica rhodophyticola,GCA_002157225,1
132992,hydD622,"DSM 105029, CGMCC 1.12692, KCTC 32543",1,Agarivorans aestuarii,GCA_019670125,1
133657,,"IAM 14998, LMG 21761, MKT 106, JCM 21469, NBRC 102603, CIP 108457",1,Agarivorans albus,GCA_000414175,0
22908,WH0801,"DSM 26780, CGMCC 1.10131, NRRL B-59247",1,Agarivorans gilvus,GCA_001420915,1
132395,JK 623,"DSM 29029, LMG 28559",1,Agathobacter ruminis,GCA_028539255,1
133155,,"ATCC 43058, CCUG 27818, JCM 6566",1,Agathobaculum desmolans,GCA_000701665,1
11752,,"DSM 8324, ATCC 33384, CCUG 13227, CIP 52.106, NCTC 9710",1,Aggregatibacter actinomycetemcomitans,GCA_000372365,0
137823,B5279,"CIP 101032, ATCC 29522, NCTC 10979, CCUG 37002, MCCM 02810, JCM 2434",0,Aggregatibacter actinomycetemcomitans,GCA_023559645,0
135780,,"CIP 70.73, ATCC 33389, CCUG 3715, NCTC 5906",1,Aggregatibacter aphrophilus,GCA_000226495,0
11755,HK316,"DSM 21418, ATCC 33393, CCUG 10787, CCUG 12838, CIP 103292, KCTC 5968, NCTC 10977, CCM 6052",1,Aggregatibacter segnis,GCA_000185305,0
164183,MO-CFX2,"JCM 32065, KCTC 15625",1,Aggregatilinea lenta,GCA_003569045,0
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,Agreia bicolorata,GCA_000938265,0
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,Agreia pratensis,GCA_900177685,0
6668,,"DSM 18527, JCM 14202, NRIC 0689, CIP 109571",1,Agrilactobacillus composti,GCA_000583695,0
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,Agrilactobacillus yilanensis,GCA_003946725,0
134643,AF3.10,"CIP 107320, ATCC 51759, CFBP 5473, KCTC 12935, NCPPB 4096",1,Agrobacterium larrymoorei,GCA_000518585,1
13580,,"DSM 30147, ATCC 19358, IFO 13532, NBRC 13532, NCIB 9042, CCUG 3354, IAM 12048, EX 3.24.2 (L 624), JCM 20371, BCRC 10372, CECT 4112, CIP 104325, HAMBI 1814, ICMP 5785, KACC 10798, KCTC 22091, LMG 140, NCCB 27005, NCIMB 9042, NCPPB 3001, EX 3.24.2",1,Agrobacterium radiobacter,GCA_000421945,1
13581,A 1,"CCUG 3355, DSM 30150, ATCC 4720, CCM 1000, IAM 14141, IAM 1524, NCIB 8150, JCM 21034, CIP 104335, LMG 182, NCIMB 8150",0,Agrobacterium tumefaciens,GCA_011684035,1
13584,"B 6, B6","DSM 30205, ATCC 23308, CCM 1040, CIP B6, DSM 60574, ICPB TT 3, NBRC 102589, NCPPB 397, CCUG 725, CIP 67.1, LMG 187, IAM 13129, JCM 20845, CCEB 758, HAMBI 1811, ICMP 5856, ICPB TT3, LMG 28, NCPPB 2437, NCTC 13543",0,Agrobacterium radiobacter,GCA_900455815,1
137357,"TT134, 6-1-2","CIP 104336, ATCC 15955",0,Agrobacterium radiobacter,GCA_013318185,1
13573,"TR3, TR 3","DSM 6772, ATCC 13335, NCPPB 1854, JCM 20918, CFBP 1317, CIP 104332, HAMBI 1812, IAM 13569, ICMP 6428, ICPB TR3, IFO 13261, LMG 13935, LMG 156, NBRC 13261",1,Agrobacterium rubi,GCA_000739935,0
7253,V-108,"DSM 14215, CCM 4953, JCM 12132, CGMCC 1.7256, CIP 107635, IAM 15147, NBRC 103055",1,Agrococcus baldri,GCA_900114805,0
7256,"R-17892t 2, R-17892t2","DSM 18061, CIP 109629, LMG 22410, JCM 14916",1,Agrococcus casei,GCA_900163565,0
7258,SSW1-48,"DSM 22002, JCM 14256, KCTC 19198",1,Agrococcus jejuensis,GCA_900099705,0
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,Agrococcus jenensis,GCA_003752465,0
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388, CIP 109379",1,Agrococcus lahaulensis,GCA_000425105,0
24181,DNG5,"DSM 28114, CGMCC 1.6960, JCM 17488, NBRC 104260",1,Agrococcus terreus,GCA_014645235,0
7271,,"DSM 15934, UCM 623, VKM Ac-1800, JCM 13565, CIP 108259, IAM 15234, IAM 15338, NBRC 103057, UCM Ac-623",1,Agromyces albus,GCA_004134825,0
7279,UMS-62,"DSM 21551, JCM 13584, KCTC 19181, CIP 109546",1,Agromyces allii,GCA_009749385,0
7281,P27,"DSM 23870, JCM 15913, KCTC 19593",1,Agromyces atrinae,GCA_004134805,0
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,Agromyces aurantiacus,GCA_016907355,0
132611,AR33,"DSM 101731, LMG 29235, JCM 32431",1,Agromyces aureus,GCA_001660485,0
7282,BZ41,"DSM 22275, CGMCC 1.8984, JCM 17735, CIP 110128",1,Agromyces bauzanensis,GCA_014645655,0
7267,65,"DSM 14596, IFO 16238, NBRC 16238, VKM Ac-2088, JCM 11433, CIP 108985, IAM 15146, KCTC 13909, NCIMB 13881",1,Agromyces bracchium,GCA_009709675,0
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,Agromyces fucosus subsp. hippuratus,GCA_013410355,0
7275,"CD 5, CD5","DSM 16389, NBRC 109085, NCIMB 14012, HKI 0327, JCM 14319, CIP 108741, IAM 15274",1,Agromyces humatus,GCA_021228295,0
7276,CD1,"DSM 16388, NCIMB 14011, HKI 0325, JCM 14320, IAM 15273, CIP 108740",1,Agromyces italicus,GCA_000421545,0
7274,CD55,"DSM 16390, NCIMB 14013, HKI 0324, JCM 14321, IAM 15275, CIP 108739",1,Agromyces lapidis,GCA_009749405,0
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,Agromyces luteolus,GCA_009729855,0
7265,,"DSM 20152, ATCC 14004, JCM 3346, NCIB 7206, CIP 104860, IFO 15704, KCTC 3136, NBRC 15704, NCIMB 7206, VKM Ac-1388",1,Agromyces mediolanus,GCA_014648575,0
168515,FW100M-8,"KACC 19308, NBRC 113048",1,Agromyces protaetiae,GCA_004135405,0
7273,"108989, 20-5","DSM 16198, HKI 0320, JCM 14323, CIP 108989, IAM 15297, NCIMB 13989, NCIMB 13990",1,Agromyces salentinus,GCA_009749395,0
7277,Z33,"DSM 16689, NCIMB 14025, HKI 0340, JCM 14324, IAM 15298, CIP 108957",1,Agromyces subbeticus,GCA_000421565,0
